21,30,22,26,15,26,25,25,26,35,24
30,22,26,15,26,25,25,26,35,24,20
22,26,15,26,25,25,26,35,24,20,9
26,15,26,25,25,26,35,24,20,9,23
15,26,25,25,26,35,24,20,9,23,22
26,25,25,26,35,24,20,9,23,22,14
25,25,26,35,24,20,9,23,22,14,24
25,26,35,24,20,9,23,22,14,24,19
26,35,24,20,9,23,22,14,24,19,26
35,24,20,9,23,22,14,24,19,26,13
24,20,9,23,22,14,24,19,26,13,27
20,9,23,22,14,24,19,26,13,27,15
9,23,22,14,24,19,26,13,27,15,13
23,22,14,24,19,26,13,27,15,13,22
22,14,24,19,26,13,27,15,13,22,27
14,24,19,26,13,27,15,13,22,27,21
24,19,26,13,27,15,13,22,27,21,16
19,26,13,27,15,13,22,27,21,16,25
26,13,27,15,13,22,27,21,16,25,21
13,27,15,13,22,27,21,16,25,21,17
27,15,13,22,27,21,16,25,21,17,14
15,13,22,27,21,16,25,21,17,14,22
13,22,27,21,16,25,21,17,14,22,18
22,27,21,16,25,21,17,14,22,18,18
27,21,16,25,21,17,14,22,18,18,22
21,16,25,21,17,14,22,18,18,22,28
16,25,21,17,14,22,18,18,22,28,23
25,21,17,14,22,18,18,22,28,23,30
21,17,14,22,18,18,22,28,23,30,20
17,14,22,18,18,22,28,23,30,20,17
14,22,18,18,22,28,23,30,20,17,20
22,18,18,22,28,23,30,20,17,20,25
18,18,22,28,23,30,20,17,20,25,19
18,22,28,23,30,20,17,20,25,19,21
22,28,23,30,20,17,20,25,19,21,28
28,23,30,20,17,20,25,19,21,28,18
23,30,20,17,20,25,19,21,28,18,24
30,20,17,20,25,19,21,28,18,24,24
20,17,20,25,19,21,28,18,24,24,11
17,20,25,19,21,28,18,24,24,11,26
20,25,19,21,28,18,24,24,11,26,27
25,19,21,28,18,24,24,11,26,27,25
19,21,28,18,24,24,11,26,27,25,15
21,28,18,24,24,11,26,27,25,15,22
28,18,24,24,11,26,27,25,15,22,24
18,24,24,11,26,27,25,15,22,24,20
24,24,11,26,27,25,15,22,24,20,27
24,11,26,27,25,15,22,24,20,27,24
11,26,27,25,15,22,24,20,27,24,24
26,27,25,15,22,24,20,27,24,24,27
27,25,15,22,24,20,27,24,24,27,30
25,15,22,24,20,27,24,24,27,30,26
15,22,24,20,27,24,24,27,30,26,11
22,24,20,27,24,24,27,30,26,11,26
24,20,27,24,24,27,30,26,11,26,10
20,27,24,24,27,30,26,11,26,10,15
27,24,24,27,30,26,11,26,10,15,17
24,24,27,30,26,11,26,10,15,17,16
24,27,30,26,11,26,10,15,17,16,33
27,30,26,11,26,10,15,17,16,33,20
30,26,11,26,10,15,17,16,33,20,16
26,11,26,10,15,17,16,33,20,16,21
11,26,10,15,17,16,33,20,16,21,15
26,10,15,17,16,33,20,16,21,15,23
10,15,17,16,33,20,16,21,15,23,28
15,17,16,33,20,16,21,15,23,28,23
17,16,33,20,16,21,15,23,28,23,24
16,33,20,16,21,15,23,28,23,24,12
33,20,16,21,15,23,28,23,24,12,20
20,16,21,15,23,28,23,24,12,20,22
16,21,15,23,28,23,24,12,20,22,28
21,15,23,28,23,24,12,20,22,28,25
15,23,28,23,24,12,20,22,28,25,27
23,28,23,24,12,20,22,28,25,27,15
28,23,24,12,20,22,28,25,27,15,28
23,24,12,20,22,28,25,27,15,28,27
24,12,20,22,28,25,27,15,28,27,24
12,20,22,28,25,27,15,28,27,24,30
20,22,28,25,27,15,28,27,24,30,20
22,28,25,27,15,28,27,24,30,20,37
28,25,27,15,28,27,24,30,20,37,26
25,27,15,28,27,24,30,20,37,26,15
27,15,28,27,24,30,20,37,26,15,22
15,28,27,24,30,20,37,26,15,22,27
28,27,24,30,20,37,26,15,22,27,23
27,24,30,20,37,26,15,22,27,23,15
24,30,20,37,26,15,22,27,23,15,23
30,20,37,26,15,22,27,23,15,23,26
20,37,26,15,22,27,23,15,23,26,25
37,26,15,22,27,23,15,23,26,25,25
26,15,22,27,23,15,23,26,25,25,26
15,22,27,23,15,23,26,25,25,26,25
22,27,23,15,23,26,25,25,26,25,30
27,23,15,23,26,25,25,26,25,30,12
23,15,23,26,25,25,26,25,30,12,30
15,23,26,25,25,26,25,30,12,30,23
23,26,25,25,26,25,30,12,30,23,25
26,25,25,26,25,30,12,30,23,25,32
25,25,26,25,30,12,30,23,25,32,23
25,26,25,30,12,30,23,25,32,23,18
26,25,30,12,30,23,25,32,23,18,18
25,30,12,30,23,25,32,23,18,18,26
30,12,30,23,25,32,23,18,18,26,21
12,30,23,25,32,23,18,18,26,21,31
30,23,25,32,23,18,18,26,21,31,24
23,25,32,23,18,18,26,21,31,24,12
25,32,23,18,18,26,21,31,24,12,22
32,23,18,18,26,21,31,24,12,22,22
23,18,18,26,21,31,24,12,22,22,28
18,18,26,21,31,24,12,22,22,28,31
18,26,21,31,24,12,22,22,28,31,34
26,21,31,24,12,22,22,28,31,34,34
21,31,24,12,22,22,28,31,34,34,38
31,24,12,22,22,28,31,34,34,38,12
24,12,22,22,28,31,34,34,38,12,18
12,22,22,28,31,34,34,38,12,18,25
22,22,28,31,34,34,38,12,18,25,18
22,28,31,34,34,38,12,18,25,18,15
28,31,34,34,38,12,18,25,18,15,29
31,34,34,38,12,18,25,18,15,29,27
34,34,38,12,18,25,18,15,29,27,27
34,38,12,18,25,18,15,29,27,27,25
38,12,18,25,18,15,29,27,27,25,31
12,18,25,18,15,29,27,27,25,31,16
18,25,18,15,29,27,27,25,31,16,26
25,18,15,29,27,27,25,31,16,26,23
18,15,29,27,27,25,31,16,26,23,21
15,29,27,27,25,31,16,26,23,21,21
29,27,27,25,31,16,26,23,21,21,24
27,27,25,31,16,26,23,21,21,24,26
27,25,31,16,26,23,21,21,24,26,21
25,31,16,26,23,21,21,24,26,21,30
31,16,26,23,21,21,24,26,21,30,24
16,26,23,21,21,24,26,21,30,24,18
26,23,21,21,24,26,21,30,24,18,23
23,21,21,24,26,21,30,24,18,23,34
21,21,24,26,21,30,24,18,23,34,17
21,24,26,21,30,24,18,23,34,17,22
24,26,21,30,24,18,23,34,17,22,23
26,21,30,24,18,23,34,17,22,23,10
21,30,24,18,23,34,17,22,23,10,23
30,24,18,23,34,17,22,23,10,23,20
24,18,23,34,17,22,23,10,23,20,22
18,23,34,17,22,23,10,23,20,22,22
23,34,17,22,23,10,23,20,22,22,28
34,17,22,23,10,23,20,22,22,28,26
17,22,23,10,23,20,22,22,28,26,25
22,23,10,23,20,22,22,28,26,25,14
23,10,23,20,22,22,28,26,25,14,30
10,23,20,22,22,28,26,25,14,30,8
23,20,22,22,28,26,25,14,30,8,13
20,22,22,28,26,25,14,30,8,13,20
22,22,28,26,25,14,30,8,13,20,25
22,28,26,25,14,30,8,13,20,25,26
28,26,25,14,30,8,13,20,25,26,24
26,25,14,30,8,13,20,25,26,24,14
25,14,30,8,13,20,25,26,24,14,18
14,30,8,13,20,25,26,24,14,18,21
30,8,13,20,25,26,24,14,18,21,27
8,13,20,25,26,24,14,18,21,27,22
13,20,25,26,24,14,18,21,27,22,21
20,25,26,24,14,18,21,27,22,21,26
25,26,24,14,18,21,27,22,21,26,14
26,24,14,18,21,27,22,21,26,14,30
24,14,18,21,27,22,21,26,14,30,20
14,18,21,27,22,21,26,14,30,20,19
18,21,27,22,21,26,14,30,20,19,31
21,27,22,21,26,14,30,20,19,31,28
27,22,21,26,14,30,20,19,31,28,38
22,21,26,14,30,20,19,31,28,38,24
21,26,14,30,20,19,31,28,38,24,25
26,14,30,20,19,31,28,38,24,25,28
14,30,20,19,31,28,38,24,25,28,28
30,20,19,31,28,38,24,25,28,28,18
20,19,31,28,38,24,25,28,28,18,18
19,31,28,38,24,25,28,28,18,18,18
31,28,38,24,25,28,28,18,18,18,26
28,38,24,25,28,28,18,18,18,26,4
38,24,25,28,28,18,18,18,26,4,12
24,25,28,28,18,18,18,26,4,12,19
25,28,28,18,18,18,26,4,12,19,12
28,28,18,18,18,26,4,12,19,12,18
28,18,18,18,26,4,12,19,12,18,33
18,18,18,26,4,12,19,12,18,33,29
18,18,26,4,12,19,12,18,33,29,30
18,26,4,12,19,12,18,33,29,30,10
26,4,12,19,12,18,33,29,30,10,18
4,12,19,12,18,33,29,30,10,18,24
12,19,12,18,33,29,30,10,18,24,37
19,12,18,33,29,30,10,18,24,37,26
12,18,33,29,30,10,18,24,37,26,18
18,33,29,30,10,18,24,37,26,18,25
33,29,30,10,18,24,37,26,18,25,30
29,30,10,18,24,37,26,18,25,30,23
30,10,18,24,37,26,18,25,30,23,13
10,18,24,37,26,18,25,30,23,13,15
18,24,37,26,18,25,30,23,13,15,23
24,37,26,18,25,30,23,13,15,23,31
37,26,18,25,30,23,13,15,23,31,24
26,18,25,30,23,13,15,23,31,24,9
18,25,30,23,13,15,23,31,24,9,31
25,30,23,13,15,23,31,24,9,31,18
30,23,13,15,23,31,24,9,31,18,13
23,13,15,23,31,24,9,31,18,13,21
13,15,23,31,24,9,31,18,13,21,22
15,23,31,24,9,31,18,13,21,22,16
23,31,24,9,31,18,13,21,22,16,7
31,24,9,31,18,13,21,22,16,7,25
24,9,31,18,13,21,22,16,7,25,16
9,31,18,13,21,22,16,7,25,16,24
31,18,13,21,22,16,7,25,16,24,17
18,13,21,22,16,7,25,16,24,17,11
13,21,22,16,7,25,16,24,17,11,17
21,22,16,7,25,16,24,17,11,17,28
22,16,7,25,16,24,17,11,17,28,18
16,7,25,16,24,17,11,17,28,18,25
7,25,16,24,17,11,17,28,18,25,18
25,16,24,17,11,17,28,18,25,18,27
16,24,17,11,17,28,18,25,18,27,26
24,17,11,17,28,18,25,18,27,26,26
17,11,17,28,18,25,18,27,26,26,20
11,17,28,18,25,18,27,26,26,20,37
17,28,18,25,18,27,26,26,20,37,15
28,18,25,18,27,26,26,20,37,15,19
18,25,18,27,26,26,20,37,15,19,21
25,18,27,26,26,20,37,15,19,21,23
18,27,26,26,20,37,15,19,21,23,27
27,26,26,20,37,15,19,21,23,27,33
26,26,20,37,15,19,21,23,27,33,23
26,20,37,15,19,21,23,27,33,23,21
20,37,15,19,21,23,27,33,23,21,31
37,15,19,21,23,27,33,23,21,31,16
15,19,21,23,27,33,23,21,31,16,33
19,21,23,27,33,23,21,31,16,33,19
21,23,27,33,23,21,31,16,33,19,20
23,27,33,23,21,31,16,33,19,20,29
27,33,23,21,31,16,33,19,20,29,19
33,23,21,31,16,33,19,20,29,19,18
23,21,31,16,33,19,20,29,19,18,15
21,31,16,33,19,20,29,19,18,15,16
31,16,33,19,20,29,19,18,15,16,20
16,33,19,20,29,19,18,15,16,20,18
33,19,20,29,19,18,15,16,20,18,32
19,20,29,19,18,15,16,20,18,32,11
20,29,19,18,15,16,20,18,32,11,14
29,19,18,15,16,20,18,32,11,14,18
19,18,15,16,20,18,32,11,14,18,13
18,15,16,20,18,32,11,14,18,13,29
15,16,20,18,32,11,14,18,13,29,26
16,20,18,32,11,14,18,13,29,26,16
20,18,32,11,14,18,13,29,26,16,20
18,32,11,14,18,13,29,26,16,20,19
32,11,14,18,13,29,26,16,20,19,21
11,14,18,13,29,26,16,20,19,21,21
14,18,13,29,26,16,20,19,21,21,21
18,13,29,26,16,20,19,21,21,21,29
13,29,26,16,20,19,21,21,21,29,31
29,26,16,20,19,21,21,21,29,31,26
26,16,20,19,21,21,21,29,31,26,29
16,20,19,21,21,21,29,31,26,29,22
20,19,21,21,21,29,31,26,29,22,21
19,21,21,21,29,31,26,29,22,21,29
21,21,21,29,31,26,29,22,21,29,16
21,21,29,31,26,29,22,21,29,16,20
21,29,31,26,29,22,21,29,16,20,27
29,31,26,29,22,21,29,16,20,27,23
31,26,29,22,21,29,16,20,27,23,18
26,29,22,21,29,16,20,27,23,18,36
29,22,21,29,16,20,27,23,18,36,33
22,21,29,16,20,27,23,18,36,33,26
21,29,16,20,27,23,18,36,33,26,11
29,16,20,27,23,18,36,33,26,11,13
16,20,27,23,18,36,33,26,11,13,19
20,27,23,18,36,33,26,11,13,19,29
27,23,18,36,33,26,11,13,19,29,16
23,18,36,33,26,11,13,19,29,16,21
18,36,33,26,11,13,19,29,16,21,21
36,33,26,11,13,19,29,16,21,21,22
33,26,11,13,19,29,16,21,21,22,23
26,11,13,19,29,16,21,21,22,23,34
11,13,19,29,16,21,21,22,23,34,20
13,19,29,16,21,21,22,23,34,20,25
19,29,16,21,21,22,23,34,20,25,18
29,16,21,21,22,23,34,20,25,18,8
16,21,21,22,23,34,20,25,18,8,29
21,21,22,23,34,20,25,18,8,29,19
21,22,23,34,20,25,18,8,29,19,29
22,23,34,20,25,18,8,29,19,29,19
23,34,20,25,18,8,29,19,29,19,31
34,20,25,18,8,29,19,29,19,31,22
20,25,18,8,29,19,29,19,31,22,26
25,18,8,29,19,29,19,31,22,26,21
18,8,29,19,29,19,31,22,26,21,30
8,29,19,29,19,31,22,26,21,30,26
29,19,29,19,31,22,26,21,30,26,19
19,29,19,31,22,26,21,30,26,19,24
29,19,31,22,26,21,30,26,19,24,25
19,31,22,26,21,30,26,19,24,25,26
31,22,26,21,30,26,19,24,25,26,14
22,26,21,30,26,19,24,25,26,14,30
26,21,30,26,19,24,25,26,14,30,20
21,30,26,19,24,25,26,14,30,20,15
30,26,19,24,25,26,14,30,20,15,18
26,19,24,25,26,14,30,20,15,18,26
19,24,25,26,14,30,20,15,18,26,27
24,25,26,14,30,20,15,18,26,27,20
25,26,14,30,20,15,18,26,27,20,17
26,14,30,20,15,18,26,27,20,17,24
14,30,20,15,18,26,27,20,17,24,18
30,20,15,18,26,27,20,17,24,18,20
20,15,18,26,27,20,17,24,18,20,20
15,18,26,27,20,17,24,18,20,20,22
18,26,27,20,17,24,18,20,20,22,18
26,27,20,17,24,18,20,20,22,18,34
27,20,17,24,18,20,20,22,18,34,18
20,17,24,18,20,20,22,18,34,18,13
17,24,18,20,20,22,18,34,18,13,18
24,18,20,20,22,18,34,18,13,18,26
18,20,20,22,18,34,18,13,18,26,25
20,20,22,18,34,18,13,18,26,25,21
20,22,18,34,18,13,18,26,25,21,25
22,18,34,18,13,18,26,25,21,25,23
18,34,18,13,18,26,25,21,25,23,30
34,18,13,18,26,25,21,25,23,30,24
18,13,18,26,25,21,25,23,30,24,23
13,18,26,25,21,25,23,30,24,23,8
18,26,25,21,25,23,30,24,23,8,24
26,25,21,25,23,30,24,23,8,24,26
25,21,25,23,30,24,23,8,24,26,15
21,25,23,30,24,23,8,24,26,15,33
25,23,30,24,23,8,24,26,15,33,26
23,30,24,23,8,24,26,15,33,26,12
30,24,23,8,24,26,15,33,26,12,29
24,23,8,24,26,15,33,26,12,29,21
23,8,24,26,15,33,26,12,29,21,29
8,24,26,15,33,26,12,29,21,29,16
24,26,15,33,26,12,29,21,29,16,35
26,15,33,26,12,29,21,29,16,35,28
15,33,26,12,29,21,29,16,35,28,24
33,26,12,29,21,29,16,35,28,24,17
26,12,29,21,29,16,35,28,24,17,20
12,29,21,29,16,35,28,24,17,20,22
29,21,29,16,35,28,24,17,20,22,19
21,29,16,35,28,24,17,20,22,19,25
29,16,35,28,24,17,20,22,19,25,14
16,35,28,24,17,20,22,19,25,14,16
35,28,24,17,20,22,19,25,14,16,25
28,24,17,20,22,19,25,14,16,25,22
24,17,20,22,19,25,14,16,25,22,19
17,20,22,19,25,14,16,25,22,19,26
20,22,19,25,14,16,25,22,19,26,26
22,19,25,14,16,25,22,19,26,26,26
19,25,14,16,25,22,19,26,26,26,17
25,14,16,25,22,19,26,26,26,17,21
14,16,25,22,19,26,26,26,17,21,23
16,25,22,19,26,26,26,17,21,23,24
25,22,19,26,26,26,17,21,23,24,26
22,19,26,26,26,17,21,23,24,26,17
19,26,26,26,17,21,23,24,26,17,30
26,26,26,17,21,23,24,26,17,30,26
26,26,17,21,23,24,26,17,30,26,27
26,17,21,23,24,26,17,30,26,27,30
17,21,23,24,26,17,30,26,27,30,25
21,23,24,26,17,30,26,27,30,25,12
23,24,26,17,30,26,27,30,25,12,22
24,26,17,30,26,27,30,25,12,22,20
26,17,30,26,27,30,25,12,22,20,32
17,30,26,27,30,25,12,22,20,32,22
30,26,27,30,25,12,22,20,32,22,23
26,27,30,25,12,22,20,32,22,23,12
27,30,25,12,22,20,32,22,23,12,31
30,25,12,22,20,32,22,23,12,31,24
25,12,22,20,32,22,23,12,31,24,24
12,22,20,32,22,23,12,31,24,24,30
22,20,32,22,23,12,31,24,24,30,35
20,32,22,23,12,31,24,24,30,35,18
32,22,23,12,31,24,24,30,35,18,16
22,23,12,31,24,24,30,35,18,16,14
23,12,31,24,24,30,35,18,16,14,34
12,31,24,24,30,35,18,16,14,34,27
31,24,24,30,35,18,16,14,34,27,22
24,24,30,35,18,16,14,34,27,22,21
24,30,35,18,16,14,34,27,22,21,17
30,35,18,16,14,34,27,22,21,17,31
35,18,16,14,34,27,22,21,17,31,23
18,16,14,34,27,22,21,17,31,23,19
16,14,34,27,22,21,17,31,23,19,30
14,34,27,22,21,17,31,23,19,30,24
34,27,22,21,17,31,23,19,30,24,16
27,22,21,17,31,23,19,30,24,16,23
22,21,17,31,23,19,30,24,16,23,28
21,17,31,23,19,30,24,16,23,28,28
17,31,23,19,30,24,16,23,28,28,23
31,23,19,30,24,16,23,28,28,23,29
23,19,30,24,16,23,28,28,23,29,23
19,30,24,16,23,28,28,23,29,23,25
30,24,16,23,28,28,23,29,23,25,33
24,16,23,28,28,23,29,23,25,33,24
16,23,28,28,23,29,23,25,33,24,27
23,28,28,23,29,23,25,33,24,27,36
28,28,23,29,23,25,33,24,27,36,21
28,23,29,23,25,33,24,27,36,21,9
23,29,23,25,33,24,27,36,21,9,27
29,23,25,33,24,27,36,21,9,27,22
23,25,33,24,27,36,21,9,27,22,17
25,33,24,27,36,21,9,27,22,17,18
33,24,27,36,21,9,27,22,17,18,18
24,27,36,21,9,27,22,17,18,18,12
27,36,21,9,27,22,17,18,18,12,16
36,21,9,27,22,17,18,18,12,16,22
21,9,27,22,17,18,18,12,16,22,27
9,27,22,17,18,18,12,16,22,27,17
27,22,17,18,18,12,16,22,27,17,35
22,17,18,18,12,16,22,27,17,35,22
17,18,18,12,16,22,27,17,35,22,24
18,18,12,16,22,27,17,35,22,24,26
18,12,16,22,27,17,35,22,24,26,23
12,16,22,27,17,35,22,24,26,23,20
16,22,27,17,35,22,24,26,23,20,24
22,27,17,35,22,24,26,23,20,24,21
27,17,35,22,24,26,23,20,24,21,23
17,35,22,24,26,23,20,24,21,23,22
35,22,24,26,23,20,24,21,23,22,14
22,24,26,23,20,24,21,23,22,14,26
24,26,23,20,24,21,23,22,14,26,13
26,23,20,24,21,23,22,14,26,13,8
23,20,24,21,23,22,14,26,13,8,21
20,24,21,23,22,14,26,13,8,21,9
24,21,23,22,14,26,13,8,21,9,16
21,23,22,14,26,13,8,21,9,16,27
23,22,14,26,13,8,21,9,16,27,17
22,14,26,13,8,21,9,16,27,17,24
14,26,13,8,21,9,16,27,17,24,17
26,13,8,21,9,16,27,17,24,17,19
13,8,21,9,16,27,17,24,17,19,25
8,21,9,16,27,17,24,17,19,25,16
21,9,16,27,17,24,17,19,25,16,20
9,16,27,17,24,17,19,25,16,20,28
16,27,17,24,17,19,25,16,20,28,20
27,17,24,17,19,25,16,20,28,20,31
17,24,17,19,25,16,20,28,20,31,36
24,17,19,25,16,20,28,20,31,36,31
17,19,25,16,20,28,20,31,36,31,34
19,25,16,20,28,20,31,36,31,34,22
25,16,20,28,20,31,36,31,34,22,25
16,20,28,20,31,36,31,34,22,25,33
20,28,20,31,36,31,34,22,25,33,16
28,20,31,36,31,34,22,25,33,16,7
20,31,36,31,34,22,25,33,16,7,32
31,36,31,34,22,25,33,16,7,32,15
36,31,34,22,25,33,16,7,32,15,14
31,34,22,25,33,16,7,32,15,14,24
34,22,25,33,16,7,32,15,14,24,30
22,25,33,16,7,32,15,14,24,30,9
25,33,16,7,32,15,14,24,30,9,20
33,16,7,32,15,14,24,30,9,20,14
16,7,32,15,14,24,30,9,20,14,22
7,32,15,14,24,30,9,20,14,22,21
32,15,14,24,30,9,20,14,22,21,30
15,14,24,30,9,20,14,22,21,30,28
14,24,30,9,20,14,22,21,30,28,20
24,30,9,20,14,22,21,30,28,20,22
30,9,20,14,22,21,30,28,20,22,18
9,20,14,22,21,30,28,20,22,18,29
20,14,22,21,30,28,20,22,18,29,23
14,22,21,30,28,20,22,18,29,23,24
22,21,30,28,20,22,18,29,23,24,26
21,30,28,20,22,18,29,23,24,26,20
30,28,20,22,18,29,23,24,26,20,29
28,20,22,18,29,23,24,26,20,29,16
20,22,18,29,23,24,26,20,29,16,11
22,18,29,23,24,26,20,29,16,11,27
18,29,23,24,26,20,29,16,11,27,18
29,23,24,26,20,29,16,11,27,18,25
23,24,26,20,29,16,11,27,18,25,26
24,26,20,29,16,11,27,18,25,26,28
26,20,29,16,11,27,18,25,26,28,18
20,29,16,11,27,18,25,26,28,18,29
29,16,11,27,18,25,26,28,18,29,28
16,11,27,18,25,26,28,18,29,28,26
11,27,18,25,26,28,18,29,28,26,26
27,18,25,26,28,18,29,28,26,26,25
18,25,26,28,18,29,28,26,26,25,19
25,26,28,18,29,28,26,26,25,19,22
26,28,18,29,28,26,26,25,19,22,25
